artists,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,ts_0,ts_1,ts_3,ts_4,ts_5,track_genre_encoded
Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg,"Divertimento in D Major, K. 136: I. Allegro",-1.0971432930051082,-1.884931454950831,0,-0.2704455641655206,-0.9668361343549611,-0.5215010050255646,1,-0.7463525355099588,1.2859311146167645,-0.15766709937867807,-0.011604970625772914,0.8635026508879826,0.24577927495072224,classical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wolfgang Amadeus Mozart;London Philharmonic Orchestra;Sir Georg Solti,"Le nozze di Figaro, K. 492: Overture",-1.0971432930051082,0.4300814732690611,0,-0.7007470094313769,-1.3111950926966194,-1.0120387592303723,1,-0.7431059190844753,1.4515480369111693,2.307010857671685,-0.6545395236447489,-0.412286282109893,-1.122291978476371,classical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wolfgang Amadeus Mozart;Mikhail Pletnev,"Piano Sonata No. 11 In A, K.331 -""Alla Turca"": 1. Thema (Andante grazioso) con variazioni 1 - 6",-1.0971432930051082,2.209167361137513,0,-1.0633605869026044,-1.9091274658171349,-2.2362226066138784,1,-0.37948487943031833,1.5396989794227076,2.2734154951840093,-0.6545395236447489,-0.22947506305227064,1.7374574482047964,classical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,"Christmas Oratorio, BWV 248 / Pt. 5 - For the 1st Sunday in the New Year: No. 51 Terzetto: ""Ach, wann wird die Zeit erscheinen?""",-1.0971432930051082,1.6069031582737927,0,-0.9231500036137296,-1.2033655198825646,-0.8544915541069074,0,-0.3876014204940272,1.4034657046321484,-0.4844583526678835,1.1249162239259587,-0.10889745048234958,-1.2302381549417212,classical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Johann Sebastian Bach;phil Blech Wien;Anton Mittermayr,"Weihnachtsoratorium, BWV 248: Nr. 9 Choral ""Ach mein herzliebes Jesulein!""",-1.0971432930051082,-1.9440166171927096,0,0.06799377480762521,-1.2972815994302898,-0.008478358439058453,1,-0.7512224601481842,1.5423702201048752,2.429175812172322,-0.7111604351422719,-0.9373823368498724,-1.554534600810334,classical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wolfgang Amadeus Mozart;Wilhelm Kempff;Berliner Philharmoniker;Ferdinand Leitner,"Piano Concerto No. 27 in B-Flat Major, K. 595: II. Larghetto",-1.0971432930051082,2.209167361137513,0,-1.3196075149822715,-1.978694932148783,-2.2362226066138784,1,-0.6927833644894803,1.5290140166940362,2.2489825042838816,-0.614740767012432,-1.375740302547618,0.7946990144935565,classical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;The English Concert;Trevor Pinnock,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",-1.0971432930051082,1.1764255476543912,0,-2.135246321907552,-1.7898192610583583,-2.132153500122735,0,-0.5483089335554626,0.6234634254391447,-0.48373452531246725,-0.36856289093624456,-1.41074670619695,1.8955912700629727,classical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Johann Sebastian Bach;Orion Weiss,"Overture in the French Style, Op. 2, BWV 831 (Excerpts): XI. Echo",-1.0971432930051082,-0.4077601952165497,0,-0.05771226538240038,-1.3007599727468722,-1.7330848999604824,0,-0.2626066881129106,1.534356498058372,2.300902609946653,-0.6594630811662726,1.9020259591514972,-0.30564374130878574,classical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Johann Sebastian Bach;Boston Symphony Orchestra;Seiji Ozawa,"Vom Himmel hoch da komm ich her, BWV 769 - Orch. Stravinsky: Choral",-1.0971432930051082,-2.2360661334168523,0,-1.4598180982711462,-1.9992173347166193,-2.2362226066138784,1,-0.8258946379343056,1.545041460787043,2.1634670361334356,-0.5121666519806872,-0.7390127161703246,-0.5690372963266142,classical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,Cantata BWV 208 (Arr. William Walton): Sheep May Safely Graze,-1.0971432930051082,1.0970826155010114,0,-2.1149399615691635,-1.352935572495608,-1.0940244892752042,1,-0.687913439851255,1.4675754810041763,2.441392307622386,-0.36445992633497476,-0.8051359230635072,-1.0815374124183275,classical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Johann Sebastian Bach;Daniel Hope;Lorenza Borrani;Lucy Gould;Stewart Eaton;William Conway;Enno Senft;Stefan Maass;Stefan Rath,"Suite No. 3 in D Major, BWV 1068: II. Air",-1.0971432930051082,1.3418640019316515,0,-1.764413503346977,-1.8781699432995513,-2.078923958974224,1,-0.7008999055531893,1.43819183350033,-0.43253824700511256,-0.4424162537591008,-1.420081747170105,0.6803420074123341,classical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;Albrecht Mayer;Beni Araki,"Christmas Oratorio, BWV 248 / Pt. 2: Sinfonia",-1.0971432930051082,1.4345292313809976,0,-1.8804498481377698,-1.5790298380734644,-1.0742928490218775,1,-0.6294743441925512,1.4969591285080224,2.481095917835093,0.26739662226057276,-1.5227671978748123,-1.0930158519972222,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,Christmas Oratorio BWV 248: Shepherd's Music,-1.0971432930051082,2.209167361137513,0,-1.9578074113316317,-1.4607651453096626,-1.5409690847808009,1,-0.6635638166601284,1.3313422062136175,2.3925263258221308,-0.5490933333921153,-1.5204334376315234,-1.8813037956307832,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;English Baroque Soloists;John Eliot Gardiner,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 10 Sinfonia",-1.0971432930051082,1.6029641474576675,0,-1.817596828042757,-2.014800447174909,-2.2362226066138784,1,-0.574281864959331,1.4194931487251554,-0.06604338350319985,-0.6660278245283043,-1.5083756763745315,0.7413059537927938,classical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;Berliner Philharmoniker;Herbert von Karajan,"Brandenburg Concerto No. 3 in G, BWV 1048: 1. (Allegro)",-1.0971432930051082,2.209167361137513,0,-0.1012258946789477,-1.0190117341036973,-0.9165926854468363,1,-0.5207126939388526,1.5290140166940362,1.9680031089324155,-0.4095925369489425,1.3963779064389246,-0.897882379156012,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;Albrecht Mayer;Rainer Kussmaul;Berliner Barock Solisten,"Concerto for 2 Harpsichords, Strings & Continuo in C Minor, BWV 1060 - Reconstruction For Oboe, Violin, Strings & Continuo: II. Adagio",-1.0971432930051082,1.48891571643507,0,-1.7885877418450589,-1.4677218919428274,-1.1035079132729275,0,-0.6116179538523918,0.47120270655557867,0.6394592287379819,-0.13879687326513637,-1.1318623571239388,-0.8153963585651252,classical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;Jean-Philippe Audin,"Suite No. 1 pour violoncelle seul in G Major, BWV 1007: Prélude - Ending",-1.0971432930051082,-0.6484618918733457,0,-1.2519196471876424,-1.819733271580967,-1.8502510738678362,1,-0.5207126939388526,1.4809316844150153,2.297848486084137,-0.6709513820498281,0.25672498763289536,-0.6437387368839422,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 1 Chorus: ""Jauchzet, frohlocket""",-1.0971432930051082,2.209167361137513,0,-0.16891376247357687,-0.9111821612896425,-1.0466073692865887,1,-0.7057698301914146,1.3874382605391418,0.007255589197182655,-0.5203725811832267,-0.05833264521109228,0.6442276616095884,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,"Herz und Mund und Tat und Leben, Cantata BWV 147 - Arr. Robert Bockholt: Jesu Joy of Men's Desiring",-1.0971432930051082,-0.01803727864827265,0,-1.9142937820350843,-1.4468516520433332,-1.1908471891229262,1,-0.723626220531574,1.4355205928181625,2.349768591746908,-0.3972836431451331,-1.1124143550965322,-0.4005850899533669,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,Experience,1.8569819939293872,1.5401228570446979,0,-0.4203258428536278,-0.4868206166665889,-0.1248797400885312,1,-0.7155096794678651,1.3794245384926385,2.4505546792099335,-0.7718843112410649,-1.5908352049707355,-0.6505769562075387,classical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rakesh Chaurasia,Enchanting Flute,0.7725562556876104,-0.1188478197495351,0,-0.4299955382528605,-0.9077037879730601,-0.6707884537639157,1,-0.8697239596783335,1.1443553584618698,2.1604129122709197,-0.750138598854335,-1.0501807486088308,-0.4209776368648072,classical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Benjamin Grosvenor,"Nocturne No. 19 in E Minor, Op. 72, No. 1",-1.0971432930051082,0.5069765915581346,0,-0.981168176009126,-2.0230441919352087,-2.2362226066138784,0,-0.7382359944462499,1.531685257376204,2.4230675644472903,-0.6606939705466536,-1.363682541290626,-1.4394143996081745,classical,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
London Symphony Orchestra;Sir Malcolm Sargent,"Night on Bald Mountain (From ""Natural Born Killers"")",-1.0971432930051082,2.209167361137513,0,-1.3679559919784352,-1.4572867719930802,-1.4810093717629385,1,-0.7106397548296398,1.3206572434849462,2.090168063433053,-0.7911682448670329,-1.4655900719142367,-0.5060585174668806,classical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Alice Sara Ott,"24 Preludes, Op. 28: No. 1 in C Major. Agitato",-1.0971432930051082,-2.2712323558725993,0,-1.392130230476517,-1.5477244782242228,-2.1546383925044332,1,-0.5856450224485233,1.5396989794227076,2.2703613713214934,-0.6853117581542724,-1.5138211169422051,-1.4526023940179686,classical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Vitaly Margulis,"Waltzes, Op. 64: No. 1, Molto vivace in D-Flat Major ""Minute Waltz""",-1.0971432930051082,-1.3058968649804203,0,-0.7007470094313769,-1.6103351979227063,-2.118693156384031,1,-0.6992765973404474,1.531685257376204,2.2123330179336906,-0.19623837768291347,0.08558256979171698,0.31181083029420414,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;The Norwegian Soloists' Choir;Grete Pedersen;Kate Hearne;Joakim Peterson;Christian Kjos,"Komm, Jesu, komm, BWV 229: I. Komm, Jesu, komm",-1.0597493020312538,2.209167361137513,0,-1.4066347735753661,-1.5964217046563767,-1.853769118254088,0,-0.666810433085612,1.5103153319188614,-0.48408880368051904,-0.5696081563984643,-1.2368815680719345,-0.3381558108607082,classical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Dang Thai Son,"Nocturne In C-Sharp Minor, Op. Posth.",-1.0971432930051082,0.5282894536525264,0,-1.56134989996309,-1.941128500329693,-2.2362226066138784,1,-0.7577156929991512,1.5236715353297006,2.3161732292592325,-0.7768078687625886,-0.9296031360389098,-1.2198587148969762,classical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Peter Schmalfuss,"Fantaisie Impromptu in C-Sharp Major, Op. 66 (Allegro agitato)",-1.0971432930051082,0.9708513867399693,0,-1.5565150522634736,-1.8322554155206636,-2.2362226066138784,1,-0.6992765973404474,1.5290140166940362,2.22760363724627,-0.635255590018781,-1.2991151745596359,-1.2467842034836385,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frédéric Chopin;Seong-Jin Cho,"Études, Op. 10: No. 12 in C Minor ""Revolutionary""",-1.0971432930051082,-0.7043536417750085,0,-1.735404417149279,-1.3668490657619377,-1.2546308634301928,0,-0.7966750901049539,1.4462055555468336,2.029085586182734,-0.20034134228418327,-1.1435311583403829,-1.9503575996931763,classical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ludwig van Beethoven;Murray Perahia,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",-1.0971432930051082,1.55438770335738,0,-1.8756150004381533,-2.0402273561191255,-2.2362226066138784,0,-0.6213578031288424,1.5423702201048752,2.4016886974096785,-0.5942259440060831,-1.35240270011473,1.6082944751773929,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;Albrecht Mayer;Beni Araki,"Christmas Oratorio, BWV 248 / Pt. 2: Sinfonia",-1.0597493020312538,1.4345292313809976,0,-1.8804498481377698,-1.5790298380734644,-1.0742928490218775,1,-0.6294743441925512,1.4969591285080224,2.481095917835093,0.26739662226057276,-1.5227671978748123,-1.0930158519972222,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Frédéric Chopin;Peter Schmalfuss,"Études, Op. 10: No. 12, Étude in C Minor ""Revolutionary""",-1.0971432930051082,-0.5966920354328425,0,-0.9956727191079751,-1.5616379714905524,-1.1831992665441171,1,-0.7901818572539867,1.4942878878258545,2.2489825042838816,-0.6779264218719866,-0.8829279311731337,-0.4882608305666264,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Johann Sebastian Bach;Arioso Quartett Wien,"Nun komm der Heiden Heiland, BWV 659 (Arr. for String Quartet)",-1.0971432930051082,1.0702551382640442,0,-1.7547438079477442,-1.9209539350935152,-1.987454804931669,0,-0.6197344949161007,1.042848212539493,0.5295107696874082,-0.5572992625946549,-1.404912305588728,0.5427838990546225,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;David Fung,"Nocturne in C Minor, B. 108",-1.0971432930051082,-0.14177848985769276,0,-0.7104167048306096,-1.8680826606814622,-2.005045026862929,0,-0.6343442688307765,1.531685257376204,2.337552096296844,-0.5121666519806872,-1.1396415579349015,-1.5667457067453283,classical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ludwig van Beethoven;Wiener Philharmoniker;Andris Nelsons,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",-1.0971432930051082,1.439030958027998,0,-1.2132408655907116,-1.5651163448071348,-1.3350870089592632,1,-0.5531788581936878,1.371410816446135,2.084059815708021,1.157739940736117,-0.43173428413729964,1.3659650778974302,classical,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Frédéric Chopin;Lang Lang,"24 Préludes, Op. 28: No. 15 Sostenuto in D-Flat Major, C. 180 ""Raindrop Prelude""",-1.0971432930051082,2.209167361137513,0,-0.5218576445455715,-1.9334760790332117,-1.8961386093406896,1,-0.5418157007044955,1.531685257376204,2.255090752008914,-0.6795676077124946,-1.4858159940227396,0.6084491212200551,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;Frederic Rosselet,"Cello Suite No. 3, BWV 1009: I. Prelude",-1.0971432930051082,-0.5627321350395342,0,-0.623389446237515,-1.401632798927762,-1.8331197272913038,1,-0.40870442725967016,1.371410816446135,2.1604129122709197,-0.15931169627148534,0.6379058273700654,-0.09255994274313399,classical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Frédéric Chopin;David Fung,"Nocturne in C-Sharp Minor, B. 49, Op. Posth",-1.0971432930051082,0.5846876478019768,0,-0.942489394412195,-1.936606615018136,-1.9767477133213363,0,-0.5125961528751436,1.5290140166940362,2.3253356008467803,-0.7074677670011291,-1.3473462195876045,-1.3382759147015837,classical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Daniel Barenboim,"Berceuse in D flat, Op. 57",-1.0971432930051082,1.1593611900831058,0,-1.1455529977960826,-1.8520821434251835,-2.2362226066138784,1,-0.5255826185770779,1.4942878878258545,2.3742015826470353,1.9249943211735674,-1.0501807486088308,0.37326322091206343,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Wilhelm Kempff,"Berceuse in D-Flat Major, Op. 57",-1.0971432930051082,1.1327165954911729,0,-0.8022788111233207,-1.9324325670382372,-2.2362226066138784,1,-0.7966750901049539,1.5210002946475327,2.383363954234583,-0.5039607227781476,-1.2329919676664534,-0.5061195729965554,classical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Makiko Takeda,"Impromptu No. 1 in A-Flat Major, Op. 29",-1.0971432930051082,-0.0034066670455217543,0,-1.3969650781761334,-1.9505201082844656,-2.2362226066138784,1,-0.6895367480639968,1.5370277387405398,2.346714467884392,-0.6574115988656377,-1.1979855640171213,-0.648653707022777,classical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;Berliner Philharmoniker;Herbert von Karajan,"Brandenburg Concerto No. 3 in G, BWV 1048: 1. (Allegro)",-1.0597493020312538,2.209167361137513,0,-0.1012258946789477,-1.0190117341036973,-0.9165926854468363,1,-0.5207126939388526,1.5290140166940362,1.9680031089324155,-0.4095925369489425,1.3963779064389246,-0.897882379156012,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,"Herz und Mund und Tat und Leben, Cantata BWV 147 - Arr. Robert Bockholt: Jesu Joy of Men's Desiring",-1.0597493020312538,-0.01803727864827265,0,-1.9142937820350843,-1.4468516520433332,-1.1908471891229262,1,-0.723626220531574,1.4355205928181625,2.349768591746908,-0.3972836431451331,-1.1124143550965322,-0.4005850899533669,classical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Frédéric Chopin;Bruce Liu,"Variations on ""Là ci darem la mano"" from Mozart's Don Giovanni, Op. 2: Coda. Alla Polacca - Live",-1.0971432930051082,0.41225744932609437,0,-1.019846957606057,-1.3390220792292786,-2.162439273534818,1,-0.8031683229559209,1.515657813283197,2.236766008833818,1.7854935247303945,-0.5950975011675156,-0.10736590868931464,classical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
